EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInRole,MonthsInCurrentRole,PercentSalaryHike,NumCompaniesWorked,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PromotionInLast5Years,Gender,MaritalStatus,EducationField,Attrition
546,56,IT,Engineer,6954,20,6,54,18,0,19,1,4,3,1,0,Male,Single,Life Sciences,0
547,49,HR,Analyst,10924,19,5,13,16,2,13,4,3,1,1,0,Female,Married,Life Sciences,0
548,41,IT,Analyst,5617,7,4,57,17,8,18,4,4,1,1,1,Female,Married,Medical,0
549,40,IT,Engineer,10369,35,2,24,13,4,17,3,1,2,0,0,Male,Married,Life Sciences,0
550,49,IT,Engineer,12350,28,11,14,25,8,27,4,1,3,1,1,Male,Divorced,Life Sciences,0
551,54,Sales,Analyst,19912,11,14,1,13,8,6,3,3,4,4,1,Female,Married,Medical,0
552,29,IT,Engineer,15843,13,9,23,22,5,10,1,4,3,0,0,Female,Married,Other,0
553,30,Sales,Manager,8345,20,19,13,11,0,2,1,1,4,5,1,Male,Single,Technical,1
554,40,Finance,Executive,6124,21,18,47,17,9,24,1,2,1,0,0,Female,Married,Life Sciences,0
555,42,HR,Executive,10348,20,15,6,24,6,6,2,4,3,0,0,Male,Divorced,Other,0
556,52,Sales,Executive,18049,29,10,35,20,5,28,3,4,3,0,1,Female,Married,Technical,0
557,58,Finance,Manager,14636,38,7,49,11,8,28,4,1,2,2,0,Male,Divorced,Medical,0
558,47,Sales,Engineer,2089,19,2,23,18,6,21,1,1,2,4,1,Female,Single,Life Sciences,0
559,34,Sales,Specialist,8009,23,6,26,23,3,13,2,3,3,3,1,Female,Single,Life Sciences,0
560,37,HR,Engineer,9193,22,6,36,13,6,18,4,4,3,1,1,Female,Married,Medical,0
561,42,Operations,Analyst,10954,6,13,37,0,1,7,4,2,3,0,0,Male,Single,Life Sciences,0
562,39,Operations,Executive,17955,8,1,29,22,5,2,4,1,4,3,1,Male,Married,Technical,0
563,30,Sales,Engineer,13208,0,9,26,13,5,29,1,4,1,2,0,Male,Single,Technical,1
564,36,IT,Specialist,14442,25,18,38,12,1,14,4,1,2,3,0,Female,Divorced,Medical,0
565,53,Finance,Analyst,18152,37,8,14,21,3,5,3,3,1,0,1,Female,Single,Life Sciences,0
566,29,IT,Manager,11468,37,15,25,15,7,18,2,4,2,5,1,Male,Married,Other,0
567,58,IT,Manager,3962,21,18,0,25,7,11,4,4,2,4,0,Male,Married,Life Sciences,0
568,36,Sales,Specialist,10960,9,17,55,16,7,10,4,3,2,3,1,Female,Married,Medical,0
569,29,Sales,Analyst,2515,5,8,3,17,7,11,3,2,3,0,1,Female,Divorced,Other,0
570,26,Sales,Executive,10775,16,15,28,11,0,27,4,1,2,0,1,Female,Single,Technical,0
571,24,Sales,Engineer,14769,37,12,56,15,1,2,1,3,1,1,0,Female,Married,Technical,0
572,45,Operations,Analyst,1906,23,9,0,24,3,15,1,4,2,5,1,Male,Divorced,Other,0
573,31,Sales,Manager,8884,9,19,42,15,8,7,1,3,1,1,0,Male,Divorced,Other,0
574,48,Operations,Specialist,12768,7,13,49,19,2,9,4,4,2,5,0,Female,Divorced,Medical,0
575,36,Operations,Specialist,18869,20,11,45,21,5,5,2,3,2,4,1,Female,Single,Life Sciences,0
576,64,Sales,Engineer,13295,5,18,21,14,6,7,2,2,3,1,1,Female,Single,Technical,0
577,33,HR,Specialist,5985,20,6,10,19,7,20,4,4,1,4,0,Male,Single,Life Sciences,0
578,22,Finance,Specialist,10401,38,14,9,19,6,2,2,3,2,2,0,Male,Divorced,Technical,0
579,52,IT,Analyst,4118,23,15,58,16,2,3,2,2,2,2,1,Female,Single,Life Sciences,1
580,29,Operations,Executive,11103,32,7,16,12,5,2,4,2,1,5,0,Female,Married,Technical,0
581,42,Finance,Engineer,8428,17,9,35,25,4,21,1,1,2,5,1,Female,Divorced,Life Sciences,0
582,38,HR,Analyst,6868,27,3,55,13,9,22,4,4,4,1,0,Female,Single,Medical,0
583,53,IT,Executive,6121,31,18,46,19,3,23,1,1,3,2,1,Female,Divorced,Technical,1
584,40,IT,Analyst,16219,11,18,25,22,0,19,1,2,1,3,0,Female,Divorced,Medical,0
585,33,Operations,Analyst,12626,26,14,47,18,6,4,2,1,3,3,1,Male,Single,Technical,0
586,56,Sales,Specialist,9066,9,13,20,13,7,24,2,1,4,3,1,Male,Divorced,Technical,0
587,62,HR,Executive,13806,31,0,12,12,1,20,1,3,4,2,0,Male,Single,Technical,0
588,59,Operations,Engineer,16586,25,15,8,23,6,7,1,1,4,3,1,Female,Single,Life Sciences,0
589,56,HR,Engineer,18887,24,9,10,11,5,28,2,2,1,4,0,Female,Single,Technical,1
590,31,Sales,Executive,19823,10,18,10,14,4,22,3,1,4,0,0,Female,Divorced,Medical,0
591,48,Sales,Specialist,19519,22,2,5,13,3,7,1,4,1,5,0,Male,Divorced,Life Sciences,0
592,22,Operations,Manager,11390,33,4,0,22,1,17,1,3,1,1,0,Female,Single,Life Sciences,0
593,52,Sales,Analyst,9595,39,8,53,22,9,19,1,2,2,4,1,Male,Divorced,Technical,1
594,40,Finance,Specialist,14219,22,17,5,17,5,22,2,1,1,3,0,Female,Single,Other,1
595,46,IT,Executive,11783,28,10,12,16,4,16,4,4,4,0,0,Female,Married,Life Sciences,1
596,60,Operations,Analyst,19779,30,15,21,15,1,3,1,2,1,1,0,Female,Divorced,Technical,0
597,28,HR,Engineer,15731,6,1,55,20,9,15,1,1,1,4,1,Male,Divorced,Medical,0
598,35,Finance,Manager,16198,39,11,30,25,6,14,1,3,3,1,0,Male,Married,Other,0
599,64,Operations,Engineer,18957,32,5,21,21,5,15,4,1,4,5,1,Male,Married,Life Sciences,0
600,29,Sales,Executive,6684,20,10,36,11,8,14,4,2,1,2,1,Female,Married,Other,0
601,26,Sales,Analyst,3902,1,7,46,12,9,7,1,2,2,3,0,Male,Single,Life Sciences,0
602,27,Sales,Executive,6395,17,11,26,19,4,25,1,2,1,4,1,Female,Single,Other,1
603,61,Sales,Analyst,12904,32,1,49,18,8,3,3,4,1,4,0,Female,Married,Other,0
604,34,HR,Specialist,16661,36,8,51,22,8,17,4,1,3,0,1,Male,Single,Medical,0
605,55,Finance,Manager,10843,33,14,13,18,0,10,3,1,4,0,1,Male,Divorced,Other,0
606,24,IT,Specialist,12137,19,1,46,24,4,15,1,1,4,0,0,Female,Married,Medical,1
607,63,HR,Specialist,3456,34,0,57,14,8,29,1,3,2,1,1,Female,Divorced,Technical,1
608,30,HR,Executive,8523,17,9,4,23,6,6,1,4,2,3,0,Female,Single,Life Sciences,0
609,57,IT,Manager,15562,23,1,57,12,5,28,1,4,2,1,1,Female,Married,Medical,0
610,59,IT,Analyst,15833,7,11,35,11,5,17,2,3,1,3,0,Male,Single,Life Sciences,0
611,26,Sales,Analyst,5407,29,7,31,17,6,17,2,4,1,4,0,Male,Divorced,Medical,0
612,44,HR,Engineer,2307,9,4,33,24,0,14,2,3,2,1,0,Male,Single,Life Sciences,0
613,19,Operations,Analyst,15531,22,0,6,15,3,24,3,2,4,1,0,Female,Divorced,Medical,0
614,22,IT,Executive,6327,10,14,41,19,0,25,4,2,4,1,1,Female,Single,Life Sciences,1
615,46,IT,Specialist,15199,1,5,47,20,5,18,1,4,2,2,0,Female,Divorced,Technical,1
616,54,Finance,Specialist,6024,25,11,9,21,3,25,4,2,3,5,0,Male,Single,Life Sciences,0
617,55,Operations,Specialist,16693,35,7,49,16,0,5,2,2,4,3,0,Female,Married,Technical,0
618,36,Operations,Manager,17723,32,12,16,0,8,29,1,2,4,3,0,Female,Married,Technical,0
619,25,IT,Analyst,6813,12,18,29,0,3,8,1,1,2,1,1,Male,Single,Technical,0
620,62,Sales,Executive,15098,39,0,20,25,5,7,3,2,4,2,0,Male,Divorced,Other,0
621,18,Finance,Manager,14558,24,10,59,19,6,23,4,1,1,1,1,Female,Single,Life Sciences,0
622,39,Operations,Engineer,18641,3,19,12,11,7,4,3,3,1,3,0,Male,Married,Other,0
623,34,IT,Executive,6387,18,0,0,19,8,18,2,3,4,5,0,Female,Divorced,Other,0
624,24,Operations,Executive,5354,17,7,0,24,8,5,4,3,1,5,0,Male,Single,Life Sciences,1
625,42,Finance,Executive,13958,36,4,46,12,7,16,2,3,3,4,0,Female,Single,Technical,0
626,62,Finance,Specialist,16036,29,16,32,21,9,14,3,3,4,2,0,Male,Divorced,Other,1
627,21,HR,Executive,5058,18,7,37,0,2,27,3,2,2,5,0,Male,Single,Other,1
628,53,IT,Analyst,11272,22,9,24,23,1,27,1,2,1,2,1,Male,Married,Medical,0
629,23,Finance,Executive,18845,15,1,25,14,4,19,4,2,3,1,1,Male,Married,Life Sciences,0
630,48,HR,Specialist,5075,0,8,12,24,0,14,4,3,3,4,0,Female,Divorced,Other,0
631,36,HR,Executive,3918,11,2,58,24,2,9,1,3,1,3,0,Female,Single,Life Sciences,0
632,61,Operations,Engineer,5698,23,17,27,12,0,6,4,1,3,5,0,Male,Single,Life Sciences,1
633,56,Operations,Engineer,2501,33,6,32,0,2,17,2,4,4,5,1,Female,Married,Other,0
634,44,HR,Specialist,8619,7,14,36,17,3,19,2,2,3,0,0,Male,Divorced,Life Sciences,0
635,27,Operations,Analyst,11173,17,19,40,21,6,12,3,4,1,3,1,Male,Divorced,Technical,0
636,43,Finance,Analyst,6816,4,17,29,20,4,4,2,3,3,5,1,Female,Divorced,Other,0
637,36,Sales,Manager,17744,25,2,56,15,4,16,4,3,1,5,1,Female,Married,Other,0
638,56,Finance,Specialist,18306,29,13,48,18,0,25,1,3,1,3,1,Female,Married,Other,0
639,20,HR,Executive,13373,12,1,47,12,7,11,3,4,3,4,1,Female,Divorced,Medical,1
640,62,HR,Specialist,5766,18,13,7,18,3,22,1,1,1,2,0,Female,Divorced,Medical,0
641,30,Finance,Manager,9049,28,10,48,18,9,4,3,3,1,3,1,Female,Single,Medical,1
642,45,Operations,Specialist,12089,2,15,46,25,4,17,3,1,2,2,1,Female,Single,Medical,0
643,37,Operations,Specialist,3157,25,7,55,24,1,8,1,1,4,4,0,Male,Divorced,Other,0
644,45,HR,Manager,8263,39,6,0,21,0,14,2,2,1,4,0,Female,Married,Technical,1
645,25,IT,Analyst,4664,11,10,11,24,8,27,2,4,4,1,1,Male,Married,Life Sciences,0
646,58,Operations,Executive,19937,1,2,4,22,1,2,2,3,2,0,0,Female,Single,Life Sciences,0
647,56,Finance,Manager,9979,10,16,23,21,5,11,2,1,2,4,0,Female,Divorced,Other,0
648,18,Operations,Engineer,7237,27,13,5,0,0,11,1,4,2,4,0,Male,Married,Technical,0
649,20,Finance,Analyst,19331,17,5,24,12,0,24,4,4,2,2,1,Male,Married,Life Sciences,0
650,30,HR,Engineer,7509,12,7,0,15,8,22,3,3,4,4,1,Male,Married,Technical,0
651,45,Operations,Analyst,18491,36,4,24,17,3,24,1,2,3,3,0,Male,Married,Other,0
652,42,Finance,Executive,6052,21,7,0,13,8,6,2,2,3,1,0,Female,Single,Medical,0
653,50,HR,Executive,19648,11,1,31,14,4,21,2,1,4,1,1,Female,Married,Technical,0
654,55,IT,Specialist,10917,1,14,41,18,6,21,1,2,1,3,1,Male,Married,Life Sciences,0
655,23,Finance,Engineer,10721,36,11,41,15,0,14,3,2,4,5,0,Male,Divorced,Life Sciences,0
656,61,IT,Analyst,4171,6,16,2,21,5,10,1,2,1,4,1,Female,Divorced,Life Sciences,1
657,62,IT,Executive,8019,25,0,48,16,7,26,1,4,1,0,1,Female,Single,Medical,0
658,49,Sales,Manager,5462,25,14,18,16,0,27,4,3,3,4,0,Male,Single,Technical,0
659,62,Operations,Executive,14234,23,13,59,13,8,8,1,4,2,1,0,Female,Single,Technical,0
660,64,Finance,Manager,14622,11,19,42,13,2,7,4,4,3,0,1,Female,Single,Life Sciences,0
661,38,IT,Analyst,5222,15,15,28,13,0,8,3,3,3,5,1,Male,Married,Technical,0
662,33,Sales,Executive,6406,22,8,49,23,0,28,1,4,4,2,1,Male,Divorced,Life Sciences,0
663,38,HR,Executive,8763,39,0,1,24,5,8,1,1,4,2,0,Male,Married,Technical,0
664,28,Finance,Analyst,15199,8,16,8,20,5,23,2,1,1,4,0,Male,Married,Medical,1
665,54,IT,Executive,12588,31,12,55,14,0,2,1,4,4,4,0,Female,Married,Medical,0
666,53,Operations,Manager,2308,14,4,16,14,2,27,2,2,1,0,0,Male,Divorced,Other,0
667,52,Sales,Executive,10670,36,9,59,17,6,16,2,4,1,0,1,Female,Single,Other,0
668,36,IT,Engineer,17760,12,5,45,18,9,9,2,2,2,5,0,Female,Single,Other,0
669,37,Operations,Specialist,18609,4,18,35,11,2,13,3,4,2,4,0,Female,Divorced,Technical,0
670,35,IT,Manager,12193,10,12,16,20,2,23,4,1,3,1,1,Female,Divorced,Medical,0
671,64,Finance,Engineer,9201,9,0,48,16,2,12,2,2,2,2,0,Male,Single,Medical,0
672,58,Finance,Analyst,19100,12,19,11,0,6,27,1,1,1,5,1,Female,Married,Medical,1
673,31,Finance,Manager,15691,14,14,59,25,3,22,1,4,4,0,0,Male,Single,Life Sciences,0
674,32,Sales,Specialist,18856,6,13,19,0,3,25,2,3,2,1,1,Female,Divorced,Technical,1
675,48,Finance,Specialist,15204,39,7,49,13,2,29,2,2,2,4,1,Male,Single,Technical,0
676,18,Operations,Analyst,3623,27,9,2,19,9,17,1,2,2,3,1,Female,Single,Other,0
677,20,IT,Analyst,13033,31,8,42,16,8,27,2,4,2,0,0,Female,Single,Life Sciences,0
678,33,HR,Manager,18108,34,16,56,11,1,2,4,4,1,5,1,Male,Divorced,Life Sciences,0
679,40,Operations,Executive,15948,14,8,49,20,3,13,4,2,1,3,0,Male,Divorced,Medical,0
680,28,Operations,Analyst,16086,35,2,3,11,7,1,3,3,3,1,0,Male,Single,Other,0
681,29,Finance,Executive,3314,20,10,16,0,5,26,2,4,4,2,0,Male,Single,Technical,0
682,27,Sales,Engineer,14501,5,11,49,19,6,28,3,4,3,1,0,Female,Married,Life Sciences,0
683,49,IT,Specialist,18990,0,9,36,11,6,19,3,4,3,2,0,Female,Married,Medical,0
684,33,Sales,Executive,18008,3,16,45,22,1,11,3,3,2,1,0,Female,Single,Technical,1
685,25,IT,Specialist,14880,10,16,41,24,3,5,2,2,4,0,1,Female,Divorced,Medical,0
686,55,IT,Executive,16906,25,10,14,16,9,1,3,1,2,0,1,Female,Married,Technical,0
687,29,Sales,Engineer,4431,36,3,32,18,9,20,4,4,1,5,0,Male,Single,Medical,0
688,41,Operations,Analyst,15067,22,6,15,15,5,13,3,3,3,3,0,Male,Married,Technical,0
689,45,IT,Engineer,15538,28,13,10,19,2,8,4,2,4,1,0,Female,Married,Other,0
690,25,Sales,Analyst,13817,20,6,54,11,8,6,4,2,1,1,0,Male,Married,Technical,0
691,45,IT,Analyst,4471,26,7,19,21,3,29,2,3,3,3,0,Female,Divorced,Technical,1
692,53,HR,Specialist,3517,38,0,37,24,9,17,3,4,4,4,1,Female,Single,Technical,0
693,43,Operations,Engineer,3915,39,3,23,19,1,12,2,1,3,5,1,Male,Divorced,Medical,1
694,25,Finance,Executive,3109,12,11,53,24,5,1,4,4,4,1,0,Female,Divorced,Life Sciences,0
695,45,IT,Engineer,2217,22,2,15,19,0,3,1,2,3,5,0,Male,Married,Technical,0
696,45,HR,Specialist,14162,15,12,29,22,5,14,3,1,2,1,1,Female,Single,Technical,0
697,54,Finance,Analyst,8282,29,19,33,18,9,26,2,4,3,1,0,Male,Married,Other,0
698,58,Finance,Specialist,2548,3,5,0,16,0,8,1,1,3,4,0,Female,Divorced,Technical,0
699,53,IT,Manager,13118,39,10,23,20,7,11,3,3,4,0,0,Female,Divorced,Other,0
700,44,Sales,Manager,9807,15,3,23,0,4,27,3,4,4,5,1,Male,Single,Technical,0
701,34,IT,Executive,9405,30,19,8,21,5,14,2,2,2,3,1,Female,Divorced,Medical,0
702,26,HR,Specialist,11493,24,15,21,18,1,8,1,2,4,5,0,Female,Divorced,Life Sciences,0
703,50,Finance,Executive,11838,11,6,11,11,1,29,2,1,3,4,1,Male,Single,Life Sciences,0
704,37,IT,Executive,7078,25,10,16,13,8,3,3,3,4,2,1,Male,Married,Life Sciences,0
705,30,Sales,Manager,15334,36,0,24,18,2,7,3,4,4,2,0,Male,Single,Medical,0
706,45,IT,Executive,19504,32,6,27,25,5,28,4,3,4,4,1,Female,Divorced,Other,0
707,46,Operations,Manager,8048,27,11,14,13,9,19,3,3,2,4,1,Male,Single,Life Sciences,0
708,30,Sales,Analyst,8881,8,6,29,25,4,4,3,1,2,0,1,Male,Married,Medical,0
709,63,HR,Specialist,4441,11,6,50,12,3,25,1,1,1,5,1,Male,Divorced,Medical,0
710,52,Finance,Executive,7195,4,9,26,0,9,16,1,4,2,5,1,Female,Married,Technical,0
711,23,IT,Manager,7901,27,15,21,16,1,13,4,2,2,2,1,Male,Married,Other,0
712,35,Sales,Engineer,16679,34,7,9,24,7,20,4,4,2,3,0,Female,Single,Medical,0
713,22,Operations,Executive,15956,4,8,57,15,9,19,4,3,3,5,0,Female,Married,Other,0
714,64,Sales,Analyst,14597,33,8,30,19,6,5,2,1,1,1,0,Male,Single,Life Sciences,0
715,42,Operations,Analyst,7697,33,1,26,25,1,23,2,3,3,1,1,Female,Single,Life Sciences,0
716,19,HR,Engineer,6950,12,12,11,13,5,5,4,1,2,0,0,Female,Married,Life Sciences,0
717,27,Finance,Manager,19437,38,12,45,15,7,20,2,2,2,0,1,Female,Single,Technical,1
718,47,HR,Executive,18896,13,3,30,15,6,24,3,3,1,2,1,Female,Single,Technical,0
719,62,IT,Manager,9878,10,11,31,22,0,4,4,1,1,3,0,Female,Married,Other,0
720,22,Sales,Analyst,3381,37,16,31,25,4,2,4,4,4,3,1,Male,Divorced,Other,0
721,50,Operations,Manager,8299,3,1,40,13,1,26,2,4,2,4,0,Male,Single,Technical,0
722,18,Operations,Analyst,16097,32,12,58,23,5,13,1,4,2,0,1,Male,Single,Medical,0
723,35,Sales,Manager,15175,6,17,44,22,6,16,4,3,3,5,0,Female,Married,Other,0
724,49,Sales,Engineer,6086,7,14,34,15,6,22,2,1,4,1,0,Male,Single,Other,0
725,64,IT,Specialist,9930,36,7,52,19,2,2,2,1,2,5,0,Female,Married,Life Sciences,0
726,28,HR,Engineer,3845,9,14,45,20,6,19,1,1,3,1,0,Female,Divorced,Other,0
727,38,Operations,Engineer,17959,14,0,20,17,4,17,4,3,1,2,1,Female,Divorced,Other,0
728,43,IT,Specialist,11048,37,19,9,22,7,5,1,1,3,1,0,Female,Married,Medical,0
729,42,HR,Specialist,7377,14,9,15,12,7,25,3,2,2,5,1,Male,Divorced,Other,0
730,39,IT,Executive,8285,4,11,6,13,6,18,1,3,3,5,0,Female,Married,Medical,0
731,44,Operations,Executive,17333,28,4,3,19,5,28,1,2,3,3,0,Male,Single,Life Sciences,0
732,30,Sales,Engineer,6422,18,8,26,22,1,23,2,2,4,3,0,Male,Divorced,Technical,1
733,50,Sales,Engineer,6186,9,7,51,21,5,21,1,4,4,0,1,Female,Single,Life Sciences,0
734,51,HR,Analyst,15907,11,15,54,23,8,18,3,3,1,5,0,Male,Single,Medical,0
735,58,Finance,Analyst,19786,3,13,24,24,1,8,2,1,4,2,0,Male,Married,Medical,0
736,52,HR,Executive,13705,30,12,30,0,0,27,3,2,3,1,1,Male,Divorced,Other,0
737,18,Finance,Executive,14679,17,12,10,13,4,15,1,3,4,0,0,Female,Divorced,Other,0
738,38,IT,Analyst,19943,15,4,47,20,5,13,3,1,2,4,1,Female,Single,Technical,1
739,23,IT,Analyst,18024,39,15,19,19,2,13,3,4,3,4,0,Female,Single,Medical,0
740,45,Operations,Manager,19673,35,10,35,19,7,16,1,3,3,1,0,Male,Married,Medical,0
741,34,Finance,Manager,1516,24,4,53,21,6,22,1,3,3,1,0,Male,Divorced,Life Sciences,0
742,22,Operations,Analyst,14874,22,12,53,23,1,20,2,3,2,1,1,Female,Married,Technical,0
743,48,Sales,Manager,18348,11,10,54,18,6,13,2,1,3,3,0,Female,Married,Life Sciences,0
744,22,Finance,Specialist,19711,33,18,16,17,0,20,4,2,4,1,0,Male,Married,Other,1
745,55,HR,Executive,7456,35,2,44,20,8,2,2,2,2,4,0,Female,Divorced,Other,0
746,20,Sales,Executive,17973,36,14,10,13,6,3,1,3,3,1,1,Female,Married,Life Sciences,0
747,40,Sales,Analyst,6315,2,6,29,21,5,15,3,3,4,5,1,Male,Divorced,Other,0
748,54,HR,Engineer,4343,8,6,34,16,1,23,3,1,4,2,1,Male,Married,Life Sciences,0
749,54,Sales,Analyst,17472,17,5,40,19,2,19,2,4,1,4,1,Female,Single,Medical,0
750,27,Finance,Manager,18853,34,2,37,12,0,13,2,3,4,2,1,Female,Married,Medical,0
751,27,Operations,Engineer,2594,33,12,21,18,9,5,1,3,4,4,1,Female,Married,Other,0
752,36,Sales,Manager,7624,13,6,52,19,4,26,3,4,1,0,0,Female,Divorced,Technical,0
753,34,Finance,Specialist,2904,3,4,42,13,8,22,4,3,1,5,0,Male,Single,Medical,0
754,38,IT,Manager,5482,28,17,47,11,5,6,4,2,2,4,0,Female,Single,Other,1
755,31,Finance,Specialist,14015,14,7,50,19,4,14,2,3,4,5,0,Female,Divorced,Technical,0
756,26,Operations,Specialist,17290,27,16,26,14,2,4,4,2,2,4,0,Male,Divorced,Other,0
757,63,Finance,Manager,13705,15,19,36,11,4,22,1,1,2,2,1,Male,Single,Life Sciences,1
758,18,HR,Manager,14248,11,0,45,23,7,19,4,1,3,2,1,Male,Divorced,Other,1
759,62,Operations,Specialist,4592,4,13,48,19,1,23,2,2,2,4,1,Male,Single,Life Sciences,1
760,30,IT,Engineer,15471,33,16,34,25,4,7,1,2,2,4,0,Male,Married,Medical,0
761,21,HR,Specialist,16116,0,9,3,15,5,4,3,4,2,3,1,Male,Married,Medical,0
762,18,Finance,Executive,6433,38,11,15,20,9,2,1,2,2,5,0,Male,Single,Other,0
763,57,Operations,Specialist,6426,31,15,15,19,7,27,2,2,1,5,1,Female,Single,Technical,1
764,49,IT,Engineer,5469,25,13,20,0,7,7,2,3,4,5,0,Female,Married,Other,0
765,51,HR,Executive,4465,16,15,25,23,4,3,4,4,3,5,1,Male,Married,Other,0
766,45,IT,Analyst,5819,26,7,56,15,8,15,4,2,1,0,0,Female,Single,Medical,0
767,48,Finance,Analyst,10475,23,9,35,13,3,1,3,2,3,0,1,Female,Divorced,Medical,0
768,25,IT,Engineer,8608,34,16,18,12,8,2,3,2,3,1,0,Male,Divorced,Other,0
769,56,Sales,Specialist,10641,38,17,57,11,6,10,2,3,1,4,1,Male,Single,Medical,0
770,43,HR,Manager,17928,25,19,16,16,5,16,2,3,2,4,0,Male,Divorced,Life Sciences,0
771,51,IT,Engineer,3310,37,15,44,18,3,25,2,3,1,4,0,Male,Married,Other,0
772,20,Finance,Executive,11773,22,16,25,21,1,28,3,1,3,4,0,Male,Married,Medical,0
773,29,Finance,Executive,10521,21,15,21,12,7,15,2,3,3,5,0,Female,Divorced,Other,0
774,18,IT,Analyst,19793,3,18,54,25,5,24,3,2,2,5,1,Female,Single,Medical,1
775,61,Finance,Executive,7864,8,7,57,15,2,15,2,3,1,0,1,Male,Married,Life Sciences,0
776,22,Operations,Engineer,4081,3,5,55,18,6,14,1,3,4,2,1,Male,Married,Life Sciences,0
777,47,Operations,Executive,2191,6,5,27,25,9,22,1,4,3,3,0,Female,Married,Other,1
778,47,Operations,Engineer,2431,22,8,0,11,6,14,2,2,1,5,1,Female,Divorced,Life Sciences,1
779,34,Sales,Manager,14628,1,3,43,16,5,6,1,3,2,5,0,Female,Single,Life Sciences,0
780,64,IT,Analyst,15726,23,11,35,14,1,14,3,1,2,5,1,Male,Divorced,Medical,0
781,40,Sales,Executive,15361,39,11,42,14,7,17,4,4,4,2,0,Male,Single,Other,0
782,32,Finance,Engineer,16975,30,16,36,20,0,18,1,3,3,2,1,Female,Single,Medical,0
783,54,Sales,Specialist,4906,30,14,1,16,0,20,4,4,4,0,0,Male,Divorced,Medical,0
784,38,Finance,Analyst,9839,39,8,16,18,5,19,1,4,4,5,0,Female,Married,Technical,0
785,31,Finance,Manager,18916,33,6,39,13,4,17,3,1,4,3,1,Male,Single,Life Sciences,1
786,19,HR,Engineer,19195,23,9,37,18,8,16,1,1,4,4,1,Male,Divorced,Medical,0
787,28,Operations,Manager,10079,25,15,20,24,6,8,1,1,2,5,1,Female,Married,Medical,1
788,56,Finance,Manager,4621,15,11,8,25,1,7,2,2,3,0,0,Female,Single,Medical,0
789,55,HR,Executive,19757,12,6,12,23,6,20,4,4,4,0,0,Male,Single,Life Sciences,0
790,51,Operations,Executive,17446,14,17,10,22,2,28,4,3,3,3,0,Female,Married,Life Sciences,0
791,55,Finance,Engineer,5248,26,14,15,20,0,12,3,1,2,1,1,Male,Single,Life Sciences,1
792,51,Finance,Specialist,1777,3,5,15,19,7,9,3,1,2,0,0,Female,Divorced,Other,0
793,35,Sales,Engineer,19743,15,11,58,18,2,27,4,4,1,2,1,Female,Single,Medical,0
794,47,Sales,Specialist,13063,29,10,1,22,7,14,2,4,1,2,0,Male,Single,Life Sciences,0
795,32,Operations,Manager,8292,29,19,41,13,6,20,2,4,3,4,1,Male,Married,Medical,0
796,44,Finance,Analyst,15418,35,2,43,12,1,1,4,3,1,0,0,Male,Divorced,Other,0
797,51,IT,Engineer,11874,2,1,7,11,0,10,1,2,4,4,0,Female,Married,Technical,0
798,55,Sales,Engineer,6175,21,5,42,18,6,17,4,2,3,0,1,Female,Divorced,Other,0
799,50,Operations,Specialist,2670,21,4,41,21,0,17,1,1,2,3,0,Male,Married,Life Sciences,0
800,41,Finance,Manager,10181,11,17,12,11,5,17,4,2,2,5,0,Female,Single,Life Sciences,1
801,32,Finance,Manager,12217,20,15,56,15,9,4,1,3,4,0,1,Male,Divorced,Other,1
802,47,IT,Specialist,13950,3,7,16,14,9,17,2,2,1,1,0,Male,Divorced,Medical,0
803,59,Operations,Manager,12180,30,19,38,23,7,18,4,3,3,2,1,Male,Single,Life Sciences,0
804,34,Finance,Executive,11568,30,10,23,14,6,20,3,1,3,3,1,Male,Married,Life Sciences,0
805,22,Sales,Analyst,3962,22,9,2,13,3,23,1,4,4,5,0,Male,Divorced,Other,0
806,46,IT,Engineer,15150,19,11,29,25,0,2,2,3,1,5,0,Female,Single,Medical,0
807,21,Operations,Analyst,1787,14,5,51,15,0,8,3,4,3,2,0,Female,Single,Other,0
808,27,IT,Engineer,19791,22,19,12,14,3,13,2,1,4,5,1,Male,Divorced,Other,0
809,34,Sales,Executive,2661,27,4,18,20,4,23,1,3,3,4,0,Female,Divorced,Medical,0
810,27,Operations,Manager,18013,15,8,6,13,6,25,4,3,2,3,1,Male,Divorced,Medical,0
811,34,IT,Specialist,3863,36,15,8,22,3,22,2,2,3,1,0,Female,Single,Technical,0
812,37,HR,Executive,7483,20,13,18,18,9,20,4,3,3,2,0,Female,Married,Other,0
813,41,Sales,Analyst,18027,14,7,44,22,0,22,4,1,3,0,1,Male,Married,Medical,0
814,22,Sales,Specialist,9707,16,19,53,15,9,15,2,4,1,0,0,Female,Divorced,Life Sciences,0
815,51,Sales,Manager,16258,36,18,39,20,6,20,2,3,1,0,0,Male,Single,Technical,0
816,23,HR,Executive,1744,12,13,21,19,1,23,2,1,4,3,0,Female,Single,Other,0
817,19,HR,Specialist,18810,18,6,17,25,1,9,4,1,1,1,0,Male,Divorced,Medical,1
818,30,Finance,Executive,4678,29,4,22,19,7,3,3,3,3,5,0,Male,Single,Technical,1
819,60,IT,Executive,3676,17,17,1,22,9,3,1,2,3,1,1,Male,Single,Technical,0
